year_decimal	gt	gt_err	year	month	eqe	eqe_err	eqe_min	eqe_max
2007.625	0.226512395651	0.0222978224836	2007	8	1.756083417347299e+21	6.186609530772832e+20	1.243211852337914e+21	2.4805337584924806e+21
2007.7083333333335	0.170511230333	0.0218474180337	2007	9	8.599657967714361e+21	3.0296240724609215e+21	6.088091605388864e+21	1.2147339750310706e+22
2007.7916666666667	0.239576269893	0.021634641973	2007	10	1.364175276156476e+20	4.805933295505459e+19	9.657621359160428e+19	1.9269487950171344e+20
2007.875	0.201674996686	0.0226093905779	2007	11	6.991896965338269e+20	2.4632164951073574e+20	4.949883981459465e+20	9.87631697167418e+20
2007.9583333333335	0.0751829765399	0.0224116505993	2007	12	7.345155433988504e+20	2.5876679982301125e+20	5.199971825138416e+20	1.0375307821598641e+21
2008.0416666666667	-0.197073738432	0.0221688011801	2008	1	1.70794578438414e+19	6.01702263305667e+18	1.2091330180114158e+19	2.4125375446227497e+19
2008.125	-0.1100317435	0.0202857796893	2008	2	3.203981574991965e+20	1.1287495088478411e+20	2.268245249260014e+20	4.5257442669556964e+20
2008.2083333333335	0.24005260961	0.0199646309906	2008	3	9.149741967552102e+19	3.2234163993233076e+19	6.477521254131159e+19	1.2924354052777774e+20
2008.2916666666667	0.140036945067	0.0206343588105	2008	4	1.9259489363691425e+20	6.785038756030124e+19	1.363467430441653e+20	2.720475181647678e+20
2008.375	0.15054873229	0.0206319343081	2008	5	9.564668484399263e+20	3.369593301760817e+20	6.771266732562302e+20	1.3510453336083939e+21
2008.4583333333335	0.0319538175566	0.0212487278268	2008	6	5.521591030617495e+19	1.945233771790261e+19	3.908987093218936e+19	7.799454636799458e+19
2008.5416666666667	0.234303201783	0.0212494750995	2008	7	4.965888384503429e+20	1.749462018992883e+20	3.515579747531346e+20	7.014503785517111e+20
2008.625	0.116383950335	0.0210068584796	2008	8	3.548133892335761	0.0	0.0	0.0
2008.7083333333335	0.196204432595	0.0208771761313	2008	9	9.047919746266107e+19	3.1875448502596665e+19	6.40543664181511e+19	1.2780526342334443e+20
2008.7916666666667	0.238459108563	0.0203396599233	2008	10	2.412537544622761e+19	8.499270376037462e+18	1.70794578438414e+19	3.4077998595916325e+19
2008.875	0.272743191194	0.020651074601	2008	11	2.3148314870423444e+20	8.155055960554748e+19	1.638775192811298e+20	3.269786384922248e+20
2008.9583333333335	0.132156699226	0.0202854144454	2008	12	1e+19	3.5229588011930476e+18	7.079457843841402e+18	1.4125375446227497e+19
2009.0416666666667	0.254641315733	0.0203606540858	2009	1	3.501239881487374e+20	1.2334723855574136e+20	2.4786880142166085e+20	4.9456327853314356e+20
2009.125	0.0794722189326	0.0205892295479	2009	2	8.441796183167962e+19	2.9740100161369453e+19	5.976334020503884e+19	1.1924354052777774e+20
2009.2083333333335	0.0494797301431	0.0207204530798	2009	3	3.2330722386067934e+20	1.1389980297892713e+20	2.2888398619310742e+20	4.566835921509617e+20
2009.2916666666667	0.164424390899	0.0207914116695	2009	4	5.2309204758872334e+19	1.8428317328867893e+19	3.703208099353039e+19	7.388871565126618e+19
2009.375	0.23821447149	0.0207912910233	2009	5	1.3340667872026554e+20	4.699862329354997e+19	9.444469580870128e+19	1.884419423958012e+20
2009.4583333333335	0.33703566168	0.0208558238777	2009	6	3.5330208736296624e+19	1.244668698155245e+19	2.5011872336272757e+19	4.9905246299377656e+19
